10,0.6028869152069092
20,5.41291880607605
30,8.22802734375
40,8.393750190734863
50,13.738514423370361
60,24.87431001663208
70,35.743876934051514
80,45.514357805252075
90,52.26649355888367
100,57.88325881958008
110,96.19093084335327
120,91.52715754508972
130,166.01090955734253
140,139.36044478416443
150,125.81956744194031
160,322.6082851886749
170,182.9504418373108
180,258.0508813858032
190,538.4648334980011
200,299.23147678375244
210,305.6712520122528
220,381.00115180015564
230,372.605349779129
240,376.6586525440216
250,356.80130672454834
260,517.4068052768707
270,898.2011649608612
280,503.6686246395111
290,884.5272274017334
300,575.7520089149475
