10	1.7818186283111572
21	2.9734621047973633
31	10.3074471950531
41	7.081668376922607
51	28.923956632614136
61	35.81706142425537
71	48.49910116195679
81	72.24101495742798
91	117.60319924354553
101	164.0764491558075
111	225.44071674346924
121	322.89337396621704
131	399.8978111743927
141	541.9144921302795
151	636.6666026115417
161	743.6885747909546
171	863.9555611610413
181	949.7978208065033
191	1148.8792850971222
201	1572.8282935619354
211	1809.9834804534912
221	2195.6917691230774
231	2548.7197167873383
241	2927.738621711731
251	3337.3569214344025
261	3657.3584146499634
271	4334.215352773666
281	5221.344029664993
291	6314.048235416412
301	6653.612601280212
311	7088.8119485378265
321	870.9199206829071
331	1778.7206795215607
