10,1.1761536598205566
20,6.9461669921875
30,11.830755949020386
40,23.94297695159912
50,44.862523555755615
60,45.32415795326233
70,81.78628706932068
80,122.21908497810364
90,195.76686573028564
100,309.59511947631836
110,98.4542510509491
120,178.63927602767944
130,310.2839255332947
140,335.3145294189453
150,493.3981788158417
160,176.23401069641113
170,489.70902729034424
180,725.8092069625854
190,1125.3836052417755
200,1444.8344490528107
210,455.2179465293884
220,1132.6880617141724
230,1839.178281545639
240,2370.0509712696075
250,3093.8480961322784
260,552.5872416496277
270,1481.0067553520203
280,2635.327059984207
290,3910.6036632061005
300,5069.608549833298
