11	1.096510410308838
21	3.9585649967193604
31	10.662529468536377
41	11.396151304244995
51	34.83713436126709
61	78.67410063743591
71	118.9706494808197
81	179.84672236442566
91	246.0522608757019
101	360.6931161880493
111	443.66588282585144
121	197.85639882087708
131	388.36315751075745
141	513.3171792030334
151	750.9209277629852
161	923.3044891357422
171	1203.2876501083374
181	220.17487382888794
191	620.7726097106934
201	890.512815952301
211	891.1633114814758
221	409.7035343647003
231	985.8144094944
241	1580.9413080215454
251	2304.8001556396484
261	3195.503521680832
271	997.0714919567108
281	602.3913767337799
291	545.0888619422913
301	734.9333381652832
